2023-11-26T15:00:49,88
2023-11-26T15:09:42,88
2023-11-26T15:12:24,88
2023-11-27T06:23:15,95
2023-11-27T14:30:11,93
2023-11-27T14:35:14,93
2023-11-27T14:40:07,92
2023-11-27T14:45:06,93
2023-11-27T14:50:10,93
2023-11-27T14:55:06,93
2023-11-27T15:00:07,92
2023-11-27T15:05:07,93
2023-11-27T15:10:06,93
2023-11-27T15:15:05,93
2023-11-27T15:20:06,92
2023-11-27T15:25:13,92
2023-11-27T15:30:06,93
2023-11-27T15:35:12,93
2023-11-27T15:40:10,92
2023-11-27T15:45:07,93
2023-11-27T15:50:12,92
2023-11-27T15:55:07,93
2023-11-27T16:00:11,93
2023-11-27T16:05:09,93
2023-11-27T16:10:07,93
2023-11-27T16:15:10,93
2023-11-27T16:20:06,93
2023-11-27T16:25:06,94
2023-11-27T16:30:10,93
2023-11-27T16:35:05,93
2023-11-27T16:40:07,93
2023-11-27T16:45:10,93
2023-11-27T16:50:06,93
2023-11-27T16:55:11,93
2023-11-27T17:00:07,93
2023-11-27T17:05:06,93
2023-11-27T17:10:06,93
2023-11-27T17:15:06,93
2023-11-27T17:20:07,93
2023-11-27T17:25:06,93
2023-11-27T17:30:05,93
2023-11-27T17:35:06,94
2023-11-27T17:40:13,94
2023-11-27T17:45:07,95
2023-11-27T17:50:05,95
2023-11-27T17:55:07,94
2023-11-27T18:00:11,93
2023-11-27T18:05:33,93
2023-11-27T18:10:11,92
2023-11-27T18:15:10,96
2023-11-27T18:20:09,100
2023-11-27T18:25:09,96
2023-11-27T18:30:10,94
2023-11-27T18:35:09,94
2023-11-27T18:40:09,93
2023-11-27T18:45:09,93
2023-11-27T18:50:10,93
2023-11-27T18:55:10,93
2023-11-27T19:00:10,92
2023-11-27T19:05:09,92
2023-11-27T19:10:11,92
2023-11-27T19:15:10,92
2023-11-27T19:20:09,92
2023-11-27T19:25:10,92
2023-11-27T19:30:10,92
2023-11-27T19:35:10,93
2023-11-27T19:40:10,93
2023-11-27T19:45:10,91
2023-11-27T19:50:10,92
2023-11-27T19:55:10,92
2023-11-27T20:00:08,92
2023-11-27T20:05:13,92
2023-11-27T20:10:09,92
2023-11-27T20:15:10,93
2023-11-27T20:20:10,92
2023-11-27T20:25:10,92
2023-11-27T20:30:10,93
2023-11-27T20:35:09,92
2023-11-27T20:40:09,92
2023-11-27T20:45:10,92
2023-11-27T20:50:11,92
2023-11-27T20:55:32,92
2023-11-27T21:00:09,92
2023-11-27T21:05:10,92
2023-11-27T21:10:12,92
2023-11-27T21:15:13,92
2023-11-27T21:20:09,92
2023-11-27T21:25:11,92
2023-11-27T21:30:10,93
2023-11-27T21:35:10,94
2023-11-27T21:40:09,94
